employee_id,name,age,gender,department,position,education,years_at_company,salary,performance_score,satisfaction_score,training_hours,projects_completed,absences_days,attrition,hire_date,city,remote_work,salary_band,tenure_group,engagement_index
EMP0553,William Thomas,40,Male,Marketing,Junior,Unknown,15.0,39989.51,5.0,4,32.0,4,9,0,2013-07-16,Lake Marieburgh,0,Entry,Veteran (10y+),4.5
EMP0554,Deanna Moss,60,Female,Legal,Senior,PhD,12.0,80169.37,4.0,1,110.0,20,14,0,2014-10-21,West Sean,1,Mid,Veteran (10y+),2.5
EMP0555,Caroline Taylor,24,Female,HR,Mid-level,Unknown,18.0,110425.51,4.0,3,17.0,17,23,0,2011-10-19,West Alan,1,Upper-Mid,Veteran (10y+),3.5
EMP0556,Marcus Greene,34,Female,Engineering,Junior,Bachelor,7.0,92033.49,2.0,2,56.0,22,15,0,2016-10-18,Lake Jerryberg,0,Mid,Experienced (5-10y),2.0
EMP0557,Benjamin Allen,49,Female,Legal,Junior,High School,4.0,78858.42,3.0,3,102.0,11,16,0,2020-10-06,Jamesland,1,Mid,Growing (2-5y),3.0
EMP0559,Miranda Anderson,49,Female,Legal,Director,Master,7.0,70373.98,4.0,4,79.0,26,10,0,2008-01-03,Lake Jerome,1,Mid,Experienced (5-10y),4.0
EMP0560,Angela Roach,29,Non-binary,HR,Senior,Unknown,11.0,59511.11,3.0,3,110.0,0,15,0,2007-10-15,Port Reneemouth,1,Lower-Mid,Veteran (10y+),3.0
EMP0563,Maria Johnson,24,Female,HR,Manager,Bachelor,5.0,32055.15,4.0,4,6.0,11,13,0,2015-04-04,Port Sherry,1,Entry,Growing (2-5y),4.0
EMP0564,Juan Hinton,34,Non-binary,HR,Manager,Master,17.0,82121.72,3.0,4,77.0,14,17,0,2020-10-04,Coxstad,1,Mid,Veteran (10y+),3.5
EMP0565,Wendy Strickland MD,49,Male,Marketing,Junior,PhD,0.0,95258.63,2.0,3,106.0,2,7,0,2020-10-30,Johnsonfort,0,Mid,New (<2y),2.5
EMP0567,Gregory Nicholson,54,Female,Engineering,Director,Unknown,0.0,102674.12,3.0,5,62.0,26,6,0,2025-04-06,East Kim,1,Upper-Mid,New (<2y),4.0
EMP0568,Michael Hanna,59,Male,Operations,Director,Master,15.0,91029.67,3.0,2,111.0,27,15,0,2017-09-07,Port Charlesport,0,Mid,Veteran (10y+),2.5
EMP0569,Ashley Gordon,27,Female,Finance,Mid-level,Bachelor,11.0,128534.58,4.0,1,88.0,25,22,1,2020-08-06,Wangview,1,Upper-Mid,Veteran (10y+),2.5
EMP0570,Shannon Powers,53,Non-binary,Engineering,Senior,PhD,5.0,56234.93,4.0,4,31.0,19,13,0,2008-12-10,Melaniehaven,0,Lower-Mid,Growing (2-5y),4.0
EMP0571,Maria Perez,42,Male,Finance,Junior,Unknown,19.0,95767.75,4.0,4,37.0,27,4,0,2006-07-10,West Amandachester,0,Mid,Veteran (10y+),4.0
EMP0572,Erika Ferguson,37,Non-binary,Engineering,Senior,Unknown,1.0,49566.9,3.0,5,21.0,7,23,0,2013-07-23,South Rhondachester,0,Lower-Mid,New (<2y),4.0
EMP0573,Michelle Owens,42,Female,Legal,Junior,High School,13.0,34615.84,4.0,5,15.0,10,8,0,2015-07-01,Cruzport,0,Entry,Veteran (10y+),4.5
EMP0574,Kenneth Wood,32,Unknown,Operations,Director,PhD,3.0,24111.73,3.0,4,51.0,15,3,0,2021-03-12,Sheriborough,1,Entry,Growing (2-5y),3.5
EMP0576,Joshua Robinson,57,Unknown,IT,Mid-level,Unknown,17.0,79606.2,4.0,1,15.0,2,15,0,2010-10-30,East Patrick,0,Mid,Veteran (10y+),2.5
EMP0577,Antonio Hernandez,56,Female,Engineering,Director,High School,12.0,63023.72,2.0,2,75.0,4,23,0,2025-07-19,Lake Michaela,0,Lower-Mid,Veteran (10y+),2.0
EMP0579,Samantha Frazier,41,Male,Operations,Manager,Unknown,8.0,57740.33,5.0,4,100.0,13,14,0,2006-09-27,Ericview,0,Lower-Mid,Experienced (5-10y),4.5
EMP0580,Amanda Black,39,Female,Engineering,Director,Bachelor,1.0,75102.33,3.0,3,63.0,27,3,0,2011-10-06,Lake Travis,1,Mid,New (<2y),3.0
EMP0581,Whitney Shannon,35,Female,Finance,Junior,Unknown,8.0,94829.23,4.0,4,90.0,25,5,0,2009-10-05,Garretttown,0,Mid,Experienced (5-10y),4.0
EMP0582,David Jacobson,36,Unknown,Operations,Senior,Bachelor,0.0,74586.61,1.0,3,88.0,14,15,0,2013-09-07,Josephbury,0,Mid,New (<2y),2.0
EMP0583,Noah Jones,52,Female,Legal,Manager,PhD,10.0,81301.51,4.0,4,12.0,5,3,0,2010-01-12,North Robertmouth,0,Mid,Experienced (5-10y),4.0
EMP0584,Crystal Lewis,22,Unknown,Engineering,Mid-level,Bachelor,2.0,65596.69,3.0,2,71.0,26,5,0,2016-12-05,South Ashleyside,0,Lower-Mid,New (<2y),2.5
EMP0585,Bryan Estes,24,Female,Legal,Junior,Bachelor,19.0,118730.61,2.0,3,55.0,25,4,0,2007-03-25,Lake Brandy,0,Upper-Mid,Veteran (10y+),2.5
EMP0586,Larry Gomez,37,Female,Operations,Mid-level,Unknown,3.0,49543.76,4.0,4,4.0,3,15,1,2012-05-16,South Joe,0,Lower-Mid,Growing (2-5y),4.0
EMP0588,Jason Ponce,32,Male,Legal,Manager,Bachelor,5.0,62691.05,3.0,5,40.0,18,15,0,2014-10-15,Smithport,1,Lower-Mid,Growing (2-5y),4.0
EMP0589,Jessica Roberts,33,Male,IT,Junior,PhD,2.0,88567.61,2.0,3,2.0,26,9,0,2012-04-10,East Devinchester,1,Mid,New (<2y),2.5
EMP0590,Emma Gray,31,Non-binary,IT,Manager,Master,10.0,49028.51,2.0,3,98.0,4,8,0,2009-05-06,Calebchester,0,Lower-Mid,Experienced (5-10y),2.5
EMP0592,Frank Black,37,Male,IT,Director,Bachelor,4.0,79122.75,2.0,3,85.0,15,13,0,2014-08-19,East Jasontown,0,Mid,Growing (2-5y),2.5
EMP0593,Sean Reese,29,Male,Legal,Junior,PhD,19.0,57641.05,5.0,5,49.0,0,3,1,2019-07-12,New Scottland,1,Lower-Mid,Veteran (10y+),5.0
EMP0594,Olivia Armstrong,59,Non-binary,HR,Senior,Bachelor,9.0,83249.49,1.0,4,55.0,12,11,0,2014-03-23,South Brenda,1,Mid,Experienced (5-10y),2.5
EMP0597,Robert Blake,49,Unknown,Legal,Junior,Master,16.0,77490.14,3.0,5,104.0,20,3,1,2016-10-15,Adamstad,1,Mid,Veteran (10y+),4.0
EMP0598,Kathy Hines,29,Male,Engineering,Mid-level,Bachelor,9.0,33506.11,5.0,1,81.0,7,17,0,2013-03-13,Fordfurt,1,Entry,Experienced (5-10y),3.0
EMP0599,Jamie Allen,49,Male,Operations,Junior,High School,5.0,21379.93,2.0,5,49.0,24,12,0,2007-10-14,Williamport,1,Entry,Growing (2-5y),3.5
EMP0600,William Smith,57,Female,Marketing,Mid-level,Bachelor,17.0,88320.83,5.0,3,28.0,7,12,0,2021-06-14,Lake Travis,1,Mid,Veteran (10y+),4.0
EMP0601,Colleen Hernandez,47,Non-binary,IT,Manager,Unknown,12.0,101224.25,3.0,3,38.0,23,13,0,2010-10-26,Port Lisa,1,Upper-Mid,Veteran (10y+),3.0
EMP0602,Rachel Rogers,29,Unknown,Marketing,Senior,Master,2.0,63329.92,4.0,3,90.0,27,17,0,2025-10-19,Port Ericmouth,0,Lower-Mid,New (<2y),3.5
EMP0603,Dustin Kelly,49,Unknown,IT,Director,PhD,9.0,58298.23,3.0,5,99.0,13,0,0,2008-12-15,East Christopherhaven,1,Lower-Mid,Experienced (5-10y),4.0
EMP0604,Amy Mason,49,Unknown,Marketing,Director,PhD,13.0,100138.38,5.0,1,44.0,12,20,0,2014-09-08,West Sueborough,1,Upper-Mid,Veteran (10y+),3.0
EMP0605,Brandy Donaldson,58,Female,HR,Senior,PhD,5.0,46361.54,4.0,3,16.0,2,15,0,2009-07-22,Wadetown,1,Lower-Mid,Growing (2-5y),3.5
EMP0606,Mark Lozano,57,Female,Engineering,Mid-level,High School,2.0,40915.68,3.0,5,55.0,3,14,1,2019-06-02,Chavezland,0,Lower-Mid,New (<2y),4.0
EMP0607,John Cook,48,Male,Operations,Senior,High School,15.0,92690.91,2.0,3,97.0,26,21,1,2013-01-04,Lake Molly,0,Mid,Veteran (10y+),2.5
EMP0608,Madeline Joyce,38,Unknown,Legal,Mid-level,Master,6.0,75225.95,2.0,2,45.0,19,24,0,2024-04-18,Genehaven,0,Mid,Experienced (5-10y),2.0
EMP0609,Shannon Hartman,30,Female,Marketing,Senior,High School,19.0,101621.92,5.0,3,66.0,14,4,0,2013-07-08,Jonesmouth,0,Upper-Mid,Veteran (10y+),4.0
EMP0610,Erika Hardin,54,Female,Marketing,Junior,Unknown,13.0,21493.35,3.0,3,68.0,14,5,0,2015-05-04,Ryanborough,1,Entry,Veteran (10y+),3.0
EMP0611,Taylor Rogers,41,Female,Legal,Junior,Master,8.0,39983.15,3.0,5,13.0,29,5,0,2022-11-29,Angelamouth,0,Entry,Experienced (5-10y),4.0
EMP0612,Lindsey Parker,34,Male,Operations,Senior,Master,14.0,75358.3,4.0,4,66.0,26,2,0,2026-02-14,West Elizabeth,0,Mid,Veteran (10y+),4.0
EMP0613,Jason Elliott,49,Non-binary,Operations,Manager,Unknown,2.0,85441.84,3.0,3,22.0,20,15,0,2008-04-02,West Christopherport,1,Mid,New (<2y),3.0
EMP0615,Gary Rose,34,Female,Marketing,Director,Unknown,1.0,79370.44,4.0,3,93.0,8,3,1,2017-01-09,West Juanberg,0,Mid,New (<2y),3.5
EMP0616,Linda Meyers,56,Female,IT,Junior,Bachelor,2.0,79116.38,4.0,1,0.0,27,0,0,2008-05-09,Lake Ellen,0,Mid,New (<2y),2.5
EMP0617,Mark Rangel,27,Male,HR,Senior,PhD,17.0,65264.96,5.0,3,108.0,24,3,0,2014-07-18,Lake Darrylhaven,1,Lower-Mid,Veteran (10y+),4.0
EMP0619,David Barnett,26,Male,Legal,Junior,Master,19.0,47424.41,3.0,2,22.0,28,20,0,2018-07-23,West Maryside,1,Lower-Mid,Veteran (10y+),2.5
EMP0621,Jake Tucker,23,Female,Engineering,Manager,High School,9.0,50304.78,3.0,4,53.0,13,23,0,2021-11-17,East Margaret,1,Lower-Mid,Experienced (5-10y),3.5
EMP0623,Robin Hanna,51,Female,Marketing,Senior,Master,0.0,49074.56,5.0,4,88.0,13,1,0,2023-02-20,New Scotttown,0,Lower-Mid,New (<2y),4.5
EMP0624,Thomas House,26,Female,IT,Junior,PhD,3.0,93595.39,3.0,4,76.0,13,11,0,2019-08-13,Sharpton,0,Mid,Growing (2-5y),3.5
EMP0625,Maria Flores,54,Female,Operations,Manager,Bachelor,13.0,77802.62,3.0,5,15.0,7,21,0,2007-08-08,South Curtis,0,Mid,Veteran (10y+),4.0
EMP0627,Neil Owens,39,Male,Marketing,Mid-level,PhD,13.0,67974.51,3.0,3,97.0,13,6,0,2015-03-28,West Tina,0,Lower-Mid,Veteran (10y+),3.0
EMP0628,Tiffany Gross,53,Female,IT,Senior,Master,15.0,85624.15,3.0,4,54.0,0,10,0,2011-02-25,Garzafurt,0,Mid,Veteran (10y+),3.5
EMP0629,Sarah Calderon,32,Unknown,Legal,Mid-level,Master,13.0,55508.59,3.0,4,100.0,15,3,1,2010-12-27,Robinsonfurt,1,Lower-Mid,Veteran (10y+),3.5
EMP0630,Patricia Arellano,42,Male,Engineering,Senior,PhD,19.0,67802.67,5.0,3,60.0,17,4,0,2017-06-03,New Stephanie,0,Lower-Mid,Veteran (10y+),4.0
EMP0631,Robert Hatfield,47,Male,HR,Junior,PhD,2.0,77643.74,4.0,2,85.0,6,5,1,2007-07-22,Timothyberg,0,Mid,New (<2y),3.0
EMP0632,Tiffany Hall,46,Unknown,Engineering,Director,Unknown,2.0,36819.5,4.0,2,80.0,14,10,0,2006-11-08,Juliebury,1,Entry,New (<2y),3.0
EMP0633,Timothy Higgins,43,Unknown,HR,Junior,High School,8.0,39559.4,4.0,3,86.0,23,0,0,2023-08-22,Lake Casey,1,Entry,Experienced (5-10y),3.5
EMP0634,Brandi Hester,48,Female,Marketing,Mid-level,Unknown,5.0,89996.48,3.0,3,117.0,16,24,0,2022-11-24,Lake Amy,0,Mid,Growing (2-5y),3.0
EMP0636,Eric Pitts,54,Female,Engineering,Junior,PhD,1.0,60176.84,4.0,4,48.0,22,19,0,2008-01-26,West Anthonybury,1,Lower-Mid,New (<2y),4.0
EMP0637,Anthony Aguilar,55,Female,HR,Junior,Bachelor,7.0,56575.35,3.0,1,72.0,12,23,0,2006-08-18,Robinsonhaven,0,Lower-Mid,Experienced (5-10y),2.0
EMP0638,Travis Mason,56,Female,Marketing,Junior,Bachelor,1.0,57537.78,4.0,4,51.0,8,20,0,2012-04-30,Lake Kevinchester,1,Lower-Mid,New (<2y),4.0
EMP0639,Matthew Black,22,Unknown,Finance,Mid-level,High School,3.0,77813.77,5.0,3,1.0,23,10,0,2021-07-19,Sullivanfurt,0,Mid,Growing (2-5y),4.0
EMP0640,Rachel Lewis,42,Unknown,Legal,Junior,Unknown,14.0,86125.9,4.0,5,95.0,23,23,0,2023-12-08,Alexaport,1,Mid,Veteran (10y+),4.5
EMP0641,Sarah Ibarra,27,Unknown,Legal,Manager,Master,3.0,22697.32,4.0,3,119.0,14,16,0,2015-08-19,East Marvinton,0,Entry,Growing (2-5y),3.5
EMP0643,Jeffrey Nelson,38,Female,Marketing,Manager,Bachelor,11.0,108542.52,4.0,3,116.0,25,12,0,2012-01-16,Javierview,0,Upper-Mid,Veteran (10y+),3.5
EMP0645,Laura Peterson,52,Female,Marketing,Mid-level,Bachelor,13.0,102148.17,2.0,5,42.0,23,17,0,2011-02-10,Lake David,0,Upper-Mid,Veteran (10y+),3.5
EMP0646,Eric Holland,26,Male,HR,Junior,Master,19.0,101380.47,3.0,3,76.0,0,21,0,2017-06-29,Davidview,0,Upper-Mid,Veteran (10y+),3.0
EMP0648,Rebecca Steele,24,Unknown,Legal,Manager,High School,5.0,42570.78,3.0,5,58.0,7,1,0,2018-05-31,Davischester,0,Lower-Mid,Growing (2-5y),4.0
EMP0649,Kari Martinez,44,Female,Legal,Mid-level,Bachelor,10.0,100380.7,4.0,2,64.0,28,4,0,2025-01-04,Cynthiamouth,1,Upper-Mid,Experienced (5-10y),3.0
EMP0651,Todd Patterson,58,Female,Marketing,Mid-level,Master,18.0,88721.97,4.0,3,11.0,12,2,0,2009-03-08,South Patty,1,Mid,Veteran (10y+),3.5
EMP0653,Melanie Ortega,31,Unknown,HR,Senior,PhD,4.0,81295.92,4.0,3,116.0,16,16,0,2012-03-12,Ashleymouth,1,Mid,Growing (2-5y),3.5
EMP0654,Eric Castillo,40,Male,Engineering,Senior,PhD,18.0,52077.88,3.0,3,76.0,21,15,0,2021-07-27,Fryport,1,Lower-Mid,Veteran (10y+),3.0
EMP0655,Amber Hammond,38,Male,Legal,Junior,PhD,1.0,66606.73,3.0,4,94.0,22,5,0,2015-04-25,New Kevinland,0,Lower-Mid,New (<2y),3.5
EMP0656,Christopher Baldwin,42,Female,IT,Director,Bachelor,9.0,55263.87,3.0,5,40.0,13,18,0,2019-08-13,Powersfort,1,Lower-Mid,Experienced (5-10y),4.0
EMP0658,Alan Zimmerman,30,Unknown,Operations,Junior,Bachelor,10.0,54848.31,3.0,4,86.0,20,17,0,2018-01-30,Smithland,0,Lower-Mid,Experienced (5-10y),3.5
EMP0659,Taylor Costa,22,Female,Finance,Director,PhD,17.0,63178.71,3.0,1,87.0,29,13,0,2013-05-16,Sheriburgh,1,Lower-Mid,Veteran (10y+),2.0
EMP0660,Sarah Walters,34,Unknown,Marketing,Junior,High School,14.0,42889.24,5.0,3,68.0,20,5,0,2008-02-20,Burkeland,0,Lower-Mid,Veteran (10y+),4.0
EMP0661,Jeffrey Livingston,25,Female,Engineering,Mid-level,Bachelor,8.0,71697.82,4.0,1,68.0,6,7,0,2021-09-24,Gloriaton,1,Mid,Experienced (5-10y),2.5
EMP0662,Dr. Benjamin Cook,22,Male,HR,Mid-level,High School,18.0,79418.87,5.0,5,80.0,26,14,0,2009-06-16,Jamestown,0,Mid,Veteran (10y+),5.0
EMP0664,Ricardo Mitchell,53,Male,Engineering,Junior,Unknown,2.0,81489.34,3.0,4,72.0,15,14,0,2006-05-25,Elizabethberg,0,Mid,New (<2y),3.5
EMP0665,Amy Jennings,55,Non-binary,IT,Manager,Unknown,8.0,73857.49,5.0,4,5.0,18,15,0,2020-11-09,South Jacob,1,Mid,Experienced (5-10y),4.5
EMP0666,Elizabeth Wilkinson,49,Unknown,Engineering,Junior,Bachelor,13.0,55875.2,3.0,4,88.0,5,0,1,2022-06-29,Mcdonaldland,1,Lower-Mid,Veteran (10y+),3.5
EMP0667,Michelle Knapp,52,Male,Marketing,Manager,Bachelor,18.0,125715.72,4.0,5,18.0,22,10,0,2011-06-03,Woodardside,1,Upper-Mid,Veteran (10y+),4.5
EMP0668,Deborah Merritt,29,Female,Operations,Senior,Unknown,6.0,98961.91,3.0,4,0.0,0,24,0,2013-08-10,Bryanfurt,0,Mid,Experienced (5-10y),3.5
EMP0669,Stacy Davis,60,Male,Operations,Senior,High School,15.0,47589.94,3.0,5,84.0,11,4,0,2025-02-18,Samanthahaven,0,Lower-Mid,Veteran (10y+),4.0
EMP0671,Tonya Newton,55,Male,Finance,Junior,Bachelor,0.0,106112.45,3.0,2,9.0,15,20,0,2010-10-11,Lake Amberport,1,Upper-Mid,New (<2y),2.5
EMP0672,Michael Aguilar,24,Unknown,Marketing,Director,High School,3.0,78300.52,1.0,3,15.0,11,5,1,2021-03-23,New Melissa,0,Mid,Growing (2-5y),2.0
EMP0673,Christopher Poole,33,Female,Operations,Manager,Bachelor,3.0,84036.05,1.0,2,36.0,19,1,0,2006-12-09,West Jenniferton,0,Mid,Growing (2-5y),1.5
EMP0675,Sonia Garza,26,Unknown,Finance,Senior,Bachelor,7.0,22854.6,3.0,3,76.0,7,13,0,2008-09-01,South Kimberly,0,Entry,Experienced (5-10y),3.0
EMP0676,David Rogers,51,Unknown,Marketing,Mid-level,Unknown,16.0,70328.26,4.0,4,76.0,26,10,1,2023-02-28,Garymouth,1,Mid,Veteran (10y+),4.0
EMP0677,Alicia Mercer,51,Non-binary,HR,Senior,PhD,4.0,69027.18,4.0,1,31.0,28,3,0,2020-05-17,Andradechester,0,Lower-Mid,Growing (2-5y),2.5
EMP0678,Tara Garcia,38,Female,Marketing,Director,Unknown,6.0,110753.89,4.0,2,108.0,29,23,0,2019-04-09,South Amandaport,1,Upper-Mid,Experienced (5-10y),3.0
EMP0680,Christopher Walker,36,Non-binary,HR,Director,High School,19.0,67559.73,4.0,5,109.0,21,8,0,2006-07-01,New Garychester,0,Lower-Mid,Veteran (10y+),4.5
EMP0682,Ann Brown,42,Unknown,Marketing,Manager,High School,5.0,100584.64,4.0,3,42.0,25,2,0,2017-01-04,East Lydiaside,1,Upper-Mid,Growing (2-5y),3.5
EMP0683,Lance Johnson,35,Female,Legal,Senior,Bachelor,6.0,70385.38,3.0,4,81.0,20,15,0,2011-10-23,Suarezbury,0,Mid,Experienced (5-10y),3.5
EMP0684,Dr. Elizabeth Harrison,23,Female,Legal,Director,PhD,17.0,57545.11,5.0,4,119.0,6,10,0,2013-08-12,South Scottfurt,1,Lower-Mid,Veteran (10y+),4.5
EMP0685,Angela Aguilar,32,Non-binary,Marketing,Manager,Unknown,4.0,68107.45,4.0,3,35.0,14,3,0,2017-06-12,Mitchellberg,0,Lower-Mid,Growing (2-5y),3.5
EMP0686,Joy Johnson,60,Unknown,Engineering,Mid-level,PhD,19.0,98517.4,3.0,3,25.0,28,0,0,2010-10-15,Zacharyland,1,Mid,Veteran (10y+),3.0
EMP0687,William Bowen,59,Male,Engineering,Director,PhD,2.0,87404.12,4.0,2,9.0,21,24,0,2023-05-22,Barnesstad,0,Mid,New (<2y),3.0
EMP0688,Ryan Williams,55,Female,Operations,Mid-level,Bachelor,6.0,76106.7,2.0,5,30.0,12,20,1,2015-01-28,New Raymondport,1,Mid,Experienced (5-10y),3.5
EMP0689,Debbie Watts,59,Non-binary,Operations,Mid-level,Bachelor,13.0,79788.48,5.0,2,96.0,12,21,0,2006-11-25,South Jayshire,0,Mid,Veteran (10y+),3.5
EMP0690,Tammy Stuart,55,Female,HR,Junior,PhD,6.0,61006.44,2.0,3,28.0,27,15,1,2010-02-28,Thompsonshire,0,Lower-Mid,Experienced (5-10y),2.5
EMP0691,Laura Garcia,39,Non-binary,HR,Manager,Unknown,4.0,70151.26,3.0,1,4.0,8,18,1,2025-10-03,Timothyberg,1,Mid,Growing (2-5y),2.0
EMP0692,Alejandra Harris,51,Non-binary,Legal,Junior,Bachelor,4.0,58417.39,4.0,2,76.0,23,15,0,2013-03-13,South Travis,1,Lower-Mid,Growing (2-5y),3.0
EMP0693,Sandra King,36,Non-binary,Engineering,Mid-level,Unknown,1.0,67630.52,4.0,4,0.0,14,10,0,2012-11-03,Normanstad,0,Lower-Mid,New (<2y),4.0
EMP0694,Justin Moreno,48,Male,Finance,Director,Bachelor,5.0,108654.46,3.0,2,86.0,3,7,0,2026-02-26,Mckenzieview,0,Upper-Mid,Growing (2-5y),2.5
EMP0695,Jared Coleman,55,Male,Marketing,Senior,Unknown,14.0,48053.2,3.0,2,103.0,12,22,0,2010-05-12,Huffmanchester,0,Lower-Mid,Veteran (10y+),2.5
EMP0696,Anna Robinson,59,Female,Finance,Junior,Unknown,9.0,57782.06,5.0,3,2.0,26,0,0,2025-05-10,North Williamberg,1,Lower-Mid,Experienced (5-10y),4.0
EMP0697,Dawn Tran,54,Female,HR,Senior,Master,6.0,43642.53,3.0,1,66.0,11,20,0,2020-09-19,South Richard,1,Lower-Mid,Experienced (5-10y),2.0
EMP0698,Cheryl Crawford,45,Female,Finance,Junior,Bachelor,4.0,38227.28,5.0,2,70.0,4,8,0,2016-03-11,Westville,1,Entry,Growing (2-5y),3.5
EMP0700,Deborah Massey,51,Female,Engineering,Senior,PhD,12.0,59559.77,4.0,4,34.0,7,21,0,2011-11-21,Kyletown,1,Lower-Mid,Veteran (10y+),4.0
EMP0701,Emma Booker,38,Female,Legal,Junior,Unknown,17.0,119042.22,4.0,5,14.0,4,7,1,2008-05-04,West Robert,0,Upper-Mid,Veteran (10y+),4.5
EMP0702,Samantha Hale,26,Female,Engineering,Mid-level,Unknown,12.0,67928.84,2.0,5,103.0,8,16,0,2021-11-20,South Douglas,0,Lower-Mid,Veteran (10y+),3.5
EMP0703,Jeremiah Miller,50,Female,Marketing,Director,High School,17.0,107234.92,3.0,4,66.0,13,9,1,2010-11-25,Jerrymouth,1,Upper-Mid,Veteran (10y+),3.5
EMP0704,Amber Perkins,25,Male,Legal,Mid-level,Bachelor,4.0,99200.16,2.0,1,92.0,25,6,0,2013-09-24,West Michael,1,Mid,Growing (2-5y),1.5
EMP0706,Carol Green,38,Unknown,Engineering,Manager,PhD,3.0,127753.39,3.0,5,102.0,3,24,0,2012-08-29,Samanthaburgh,1,Upper-Mid,Growing (2-5y),4.0
EMP0707,John Medina,31,Non-binary,HR,Junior,Bachelor,16.0,81713.35,4.0,4,81.0,19,5,0,2010-07-22,Andersonfurt,1,Mid,Veteran (10y+),4.0
EMP0708,Christian Flores,38,Male,Marketing,Mid-level,High School,2.0,112825.23,2.0,3,74.0,28,20,0,2011-04-06,Benjaminberg,1,Upper-Mid,New (<2y),2.5
EMP0709,Kimberly Lowe,41,Unknown,Marketing,Senior,High School,16.0,109914.92,3.0,2,42.0,7,23,0,2007-01-16,Kimberlyville,0,Upper-Mid,Veteran (10y+),2.5
EMP0710,Christopher Klein,45,Unknown,Marketing,Junior,Bachelor,10.0,85366.2,3.0,5,112.0,16,23,1,2010-10-18,Richardsburgh,0,Mid,Experienced (5-10y),4.0
EMP0711,Jose Rice,26,Male,Operations,Junior,Unknown,19.0,93778.27,3.0,4,59.0,7,18,0,2018-07-06,Kristopherview,1,Mid,Veteran (10y+),3.5
EMP0712,Meghan Jones,55,Female,IT,Mid-level,Unknown,3.0,90601.79,4.0,5,101.0,20,17,1,2013-10-31,East Leahshire,1,Mid,Growing (2-5y),4.5
EMP0715,Shelley Graham,34,Male,IT,Senior,Unknown,15.0,101856.18,3.0,2,28.0,26,13,1,2007-06-09,Smithview,0,Upper-Mid,Veteran (10y+),2.5
EMP0716,Anthony Henderson,32,Female,IT,Manager,High School,17.0,113154.66,5.0,4,73.0,0,20,0,2013-08-04,Sheltonberg,0,Upper-Mid,Veteran (10y+),4.5
EMP0717,Andrew Lin,44,Male,Marketing,Junior,Bachelor,7.0,56984.01,4.0,2,91.0,19,9,0,2012-02-15,Jeremyfort,1,Lower-Mid,Experienced (5-10y),3.0
EMP0721,Michael Thomas,37,Male,Marketing,Mid-level,High School,5.0,83900.07,2.0,4,35.0,20,9,1,2014-07-30,West Richardmouth,0,Mid,Growing (2-5y),3.0
EMP0724,Kristina Craig,61,Unknown,Engineering,Director,High School,12.0,111042.92,3.0,3,96.0,0,12,0,2024-12-28,Greenfurt,1,Upper-Mid,Veteran (10y+),3.0
EMP0725,Brittany Reed,25,Unknown,Legal,Director,High School,16.0,94603.19,3.0,5,40.0,8,11,1,2012-02-04,West Maryland,1,Mid,Veteran (10y+),4.0
EMP0726,Amanda Hughes,46,Male,HR,Junior,PhD,8.0,82764.78,4.0,5,106.0,2,7,0,2010-06-01,East Shannon,0,Mid,Experienced (5-10y),4.5
EMP0727,Kimberly Doyle,24,Female,Engineering,Manager,Bachelor,16.0,121615.63,4.0,1,114.0,11,14,0,2023-01-12,North Janetshire,0,Upper-Mid,Veteran (10y+),2.5
EMP0728,Gerald Kelley,53,Female,Marketing,Mid-level,Unknown,8.0,102748.24,2.0,1,108.0,18,11,0,2022-12-06,Port Davidhaven,0,Upper-Mid,Experienced (5-10y),1.5
EMP0729,Jeffrey Marshall,24,Male,HR,Mid-level,Unknown,8.0,72690.04,3.0,2,89.0,14,10,0,2023-01-26,Lake Kerri,0,Mid,Experienced (5-10y),2.5
EMP0730,Brittany Tyler,48,Male,HR,Senior,High School,0.0,44571.99,4.0,4,79.0,21,18,0,2019-03-16,Port Rachel,1,Lower-Mid,New (<2y),4.0
EMP0731,Amy Williams,50,Female,IT,Senior,PhD,0.0,50304.23,5.0,5,35.0,15,13,1,2025-01-10,West Jasonshire,1,Lower-Mid,New (<2y),5.0
EMP0732,Joshua Herman,53,Unknown,Engineering,Senior,Unknown,15.0,98330.81,4.0,3,96.0,9,17,0,2014-04-22,Sheltonton,1,Mid,Veteran (10y+),3.5
EMP0733,Samuel Jones,40,Female,Engineering,Manager,PhD,0.0,59242.19,5.0,4,83.0,21,12,0,2018-12-06,Charlesville,0,Lower-Mid,New (<2y),4.5
EMP0734,Anthony Walker,42,Non-binary,Marketing,Senior,Master,9.0,49798.61,4.0,2,76.0,28,3,0,2017-11-20,Vaughanbury,0,Lower-Mid,Experienced (5-10y),3.0
EMP0736,Brenda Noble,39,Unknown,HR,Manager,Unknown,7.0,57815.39,2.0,5,4.0,26,18,0,2006-08-12,Williamsport,0,Lower-Mid,Experienced (5-10y),3.5
EMP0737,Mitchell Dixon,49,Male,Operations,Senior,PhD,10.0,96266.19,4.0,3,100.0,5,8,0,2022-03-13,East Matthewborough,1,Mid,Experienced (5-10y),3.5
EMP0738,Makayla Holland,43,Unknown,HR,Mid-level,Bachelor,1.0,71081.45,4.0,3,77.0,28,22,1,2019-01-18,South Richardbury,1,Mid,New (<2y),3.5
EMP0739,Ian Clark,42,Non-binary,HR,Junior,PhD,7.0,40690.63,4.0,2,0.0,16,6,0,2016-12-04,Moorebury,0,Lower-Mid,Experienced (5-10y),3.0
