employee_id,name,age,gender,department,position,education,years_at_company,salary,performance_score,satisfaction_score,training_hours,projects_completed,absences_days,attrition,hire_date,city,remote_work
EMP1149,Kiara Allen,38.0,,HR,Director,,15.0,48267.82861452937,3.0,3,92.0,20,7,1,2010-12-11,South Michael,1
EMP1150,Nicole Robinson,35.0,F,Legal,Director,PhD,0.0,30326.356716503797,3.0,3,115.0,1,9,0,2013-01-18,West Tiffany,1
EMP1151,Tara Burns,30.0,,eng,Junior,Bachelor,12.0,103933.65779308917,3.0,4,101.0,11,1,1,2026-04-18,Cookburgh,1
EMP1152,Jeffrey Wilson,61.0,Male,,Junior,,12.0,107164.9342349406,5.0,4,96.0,0,11,0,2014-04-19,West Joshuaton,0
EMP1153,Christopher Baldwin,23.0,Female,Marketing,Director,Bachelor,1.0,70861.79621616681,5.0,5,70.0,29,22,0,2018-01-28,Perezmouth,1
EMP1154,Kevin Monroe,46.0,Non-binary,Finance,Junior,,3.0,58015.38575484125,4.0,3,11.0,11,5,0,2020-06-28,Scottchester,0
EMP1155,Bryan Adams,60.0,M,MARKETING,Senior,,5.0,65573.89577164354,3.0,3,94.0,11,1,0,2014-12-16,New Donaldville,1
EMP1156,Christian Adams,30.0,Female,,Director,PhD,4.0,66259.62524911125,2.0,5,31.0,11,20,1,2011-07-12,Brandonville,0
EMP1157,Ricardo Kennedy,43.0,Non-binary,Marketing,Senior,,2.0,45003.506945510046,3.0,4,117.0,18,22,0,2018-05-23,East Scott,0
EMP1158,Angela Johnson,25.0,,eng,Manager,PhD,0.0,67693.619613904,3.0,3,19.0,24,23,1,2012-10-16,South Kevinborough,1
EMP1159,Taylor Davis,47.0,F,,Senior,,3.0,78827.54982335813,3.0,2,118.0,16,2,1,2012-04-09,Adamborough,0
EMP1160,John Ramirez,50.0,,Engineering,Manager,,19.0,100453.9311912188,4.0,5,50.0,19,16,0,2021-09-28,Lake Kenneth,0
EMP1161,Kevin Lee,55.0,Male,,Manager,Master,1.0,75356.1041003428,5.0,3,80.0,23,6,1,2011-01-27,Ramirezfort,1
EMP1162,Brian Willis,44.0,Male,HR,Director,Master,4.0,35591.207277514106,4.0,4,35.0,23,20,0,2023-10-29,New Philip,0
EMP1163,Jamie Anderson,58.0,F,eng,Director,PhD,2.0,83838.69657996691,3.0,3,66.0,25,4,1,2020-01-12,Fuentesfort,1
EMP1164,Madison Bryant,32.0,M,IT,Manager,,8.0,68601.73595825616,4.0,2,0.0,27,22,0,2012-03-03,West Melanie,0
EMP1165,Dr. Angela Kelly,27.0,Female,,Junior,Bachelor,19.0,109260.24234959667,3.0,4,113.0,10,0,0,2024-06-12,Lake Gregorybury,1
EMP1166,Brendan Houston,39.0,F,MARKETING,Mid-level,High School,5.0,110736.44505110019,2.0,1,26.0,12,7,1,2024-06-22,Amyberg,1
EMP1167,Kerri Leonard,42.0,Female,Engineering,Senior,PhD,17.0,111611.3578066825,4.0,3,116.0,26,11,0,2007-03-27,Joseland,0
EMP1168,Janet Hunter,57.0,Non-binary,eng,Manager,Master,5.0,60960.30161566801,1.0,3,110.0,7,13,0,2010-06-16,Hernandezborough,0
EMP1169,Kevin Jones,59.0,M,,Mid-level,Master,18.0,124746.37683343893,3.0,3,39.0,9,15,0,2007-08-19,Lake Alyssahaven,1
EMP1170,Miguel Larson,55.0,Male,Operations,Director,PhD,11.0,83773.56262239267,3.0,4,96.0,7,9,0,2018-12-07,Lake Jason,0
EMP1171,Dawn Love,38.0,M,Engineering,Director,Master,10.0,115659.51014171581,4.0,4,83.0,19,14,0,2009-01-28,Briggston,0
EMP1172,Karen Grimes,58.0,,IT,Manager,Bachelor,1.0,62434.509654206006,4.0,4,13.0,7,20,0,2009-08-22,East Michaelmouth,1
EMP1173,Mary Brown,46.0,Male,Operations,Junior,Master,14.0,67535.08155975933,3.0,1,99.0,8,23,0,2017-04-26,Harmontown,0
EMP1174,Rachel Byrd,59.0,Female,Engineering,Manager,High School,11.0,81850.68381680213,4.0,2,68.0,6,14,0,2015-07-15,Charlesview,0
EMP1175,Kaitlyn Ramirez,33.0,Male,Finance,Senior,High School,11.0,78796.9402403485,3.0,3,86.0,13,9,0,2010-09-26,Lake Jessicaborough,1
EMP1176,William Meadows,44.0,,MARKETING,Mid-level,,8.0,106370.29858672924,3.0,5,108.0,27,20,0,2012-10-08,Joshuaside,0
EMP1177,Zachary Taylor,43.0,Male,Marketing,Junior,Bachelor,1.0,69196.76703628864,4.0,4,119.0,1,6,0,2009-06-02,New Colleenstad,0
EMP1178,Vincent Mckinney,42.0,F,Engineering,Manager,Master,2.0,104115.37475775891,4.0,5,78.0,24,2,0,2008-06-19,Cobbside,0
EMP1179,Lynn Davis,48.0,Female,IT,Senior,Master,11.0,93305.86267831633,5.0,3,5.0,10,1,1,2025-12-15,Archermouth,1
EMP1180,Emily Johnson,52.0,,Legal,Senior,PhD,15.0,69665.19453482129,3.0,3,32.0,7,5,0,2015-11-17,Payneton,1
EMP1181,James Walker,27.0,F,Marketing,Junior,,0.0,91366.91543705783,4.0,3,54.0,12,20,0,2008-12-10,North James,1
EMP1182,Nathan Rivas,48.0,Non-binary,eng,Senior,High School,2.0,63168.37382917378,4.0,2,18.0,20,8,1,2020-05-29,Christopherfort,0
EMP1183,Shannon Suarez,61.0,M,Engineering,Senior,PhD,19.0,133755.14500014303,5.0,1,76.0,14,9,0,2023-06-24,North Samanthashire,0
EMP1184,Matthew Richards,55.0,F,Marketing,Senior,PhD,1.0,8391.691973138833,2.0,5,28.0,27,3,0,2023-06-11,Turnerberg,0
EMP1185,Lynn Reed,33.0,Non-binary,,Senior,Master,8.0,91823.58011237599,4.0,2,60.0,2,2,0,2013-06-01,Davisborough,0
EMP1186,Richard Hunter,28.0,,Engineering,Manager,High School,18.0,30885.102268073824,4.0,2,69.0,22,8,1,2018-07-26,South Bruce,1
EMP1187,Ashley Mcdonald,31.0,,Operations,Junior,PhD,14.0,69358.58241954829,3.0,2,78.0,13,23,0,2007-04-13,South Henryview,0
EMP1188,Faith Silva,,,IT,Mid-level,Master,17.0,72859.79776321884,3.0,5,79.0,29,21,0,2006-08-17,South Amanda,0
EMP1189,Meagan Brown,47.0,Female,HR,Mid-level,,10.0,112690.8389728421,3.0,4,23.0,14,16,0,2026-02-13,New Catherineberg,0
EMP1190,Brian Lopez,42.0,,HR,Senior,Bachelor,15.0,57696.19469807774,4.0,4,22.0,1,13,0,2025-01-05,Pamelamouth,1
EMP1191,Kevin Hudson,49.0,M,IT,Manager,High School,16.0,107700.29789154445,5.0,5,111.0,28,9,0,2010-06-30,Glenville,1
EMP1192,Mark Richardson,23.0,Female,Legal,Senior,,4.0,45529.58399438008,4.0,3,9.0,18,12,0,2015-03-28,Port Seth,1
EMP1193,Hayley Harrington,22.0,,IT,Senior,Master,11.0,108666.74309387166,4.0,4,53.0,11,11,0,2018-12-23,South Justin,1
EMP1194,Joseph Mccoy,57.0,Female,,Manager,Bachelor,10.0,63141.36395241318,3.0,1,104.0,24,0,0,2006-08-29,Daleside,0
EMP1195,Denise King,47.0,M,IT,Director,PhD,14.0,76835.86298102797,2.0,2,40.0,19,21,0,2019-07-02,West Eileen,0
EMP1196,Ashley Key,50.0,M,IT,Junior,,2.0,66590.5334222399,3.0,4,48.0,3,18,0,2007-09-25,West Rachel,0
EMP1197,Wendy Levine,42.0,F,Marketing,Mid-level,PhD,0.0,107059.08685289009,,4,16.0,2,18,0,2025-10-22,South Megan,1
EMP1198,Sharon Armstrong,32.0,Female,eng,Manager,PhD,19.0,102193.49608084369,3.0,3,112.0,4,5,1,2007-09-04,East James,1
EMP1199,Leroy Berry DDS,61.0,Male,HR,Mid-level,Bachelor,15.0,86087.54301461313,2.0,3,55.0,2,12,0,2019-11-08,Lake Kelly,0
EMP1200,Jerry Howard,32.0,Non-binary,Legal,Manager,Bachelor,1.0,46203.29038533065,3.0,3,107.0,24,18,0,2008-09-17,New Steven,1
EMP1201,Bailey Cortez,57.0,,Marketing,Manager,PhD,1.0,57124.453299243934,3.0,1,44.0,14,12,1,2010-12-31,Hammondport,1
EMP1202,Jeffrey Campbell,60.0,Non-binary,HR,Director,PhD,2.0,49285.58686234686,3.0,2,29.0,18,21,0,2015-05-23,South Lisa,1
EMP1203,Susan Owen,61.0,M,eng,Senior,Bachelor,7.0,18796.427830195913,3.0,2,43.0,1,20,0,2019-10-26,West Thomasview,1
EMP1204,Tracy Lee,56.0,Non-binary,IT,Junior,Master,14.0,106532.95254625115,2.0,2,109.0,11,3,0,2022-04-08,Garrisonfurt,1
EMP1205,Jeffrey Olson,55.0,Male,eng,Director,High School,6.0,66804.41184143258,5.0,4,73.0,4,23,0,2009-10-26,East Brianton,0
EMP1206,Cassandra Pugh,45.0,Non-binary,HR,Mid-level,PhD,5.0,66537.65089269256,5.0,3,54.0,21,1,1,2008-08-22,Caitlinchester,1
EMP1207,Jacob Williams,43.0,F,Finance,Junior,Bachelor,8.0,112402.555835639,4.0,2,18.0,16,14,0,2015-12-03,West Angelica,1
EMP1208,Nicole Pearson,26.0,Non-binary,Engineering,Senior,,19.0,63100.28494034081,2.0,3,28.0,13,11,0,2022-12-28,Lake John,0
EMP1209,Julie Barr,54.0,M,Engineering,Director,,0.0,53988.22660785173,4.0,5,1.0,27,6,0,2022-03-02,Carrillotown,1
EMP1210,John Holmes,57.0,M,Operations,Manager,Master,7.0,69381.35948712539,4.0,2,35.0,26,19,0,2024-06-16,Lake Ryan,1
EMP1211,Daniel Clark,41.0,F,,Mid-level,Master,2.0,46683.27370307759,4.0,1,18.0,21,17,0,2006-09-15,East Lisaland,0
EMP1212,Frank Cox,40.0,,eng,Director,,3.0,83608.8942321989,2.0,3,6.0,9,22,0,2008-07-05,Lake Patriciachester,1
EMP1213,Javier Fisher,56.0,Female,IT,Director,Master,14.0,65658.44804339574,4.0,4,25.0,2,12,0,2022-09-03,West Amber,0
EMP1214,Kristina Norton,38.0,,eng,Junior,PhD,5.0,62318.21473515469,4.0,3,78.0,3,16,0,2010-05-12,Cobbton,1
EMP1215,Benjamin Johnson,55.0,M,IT,Mid-level,Bachelor,14.0,60152.420699492446,4.0,4,110.0,5,3,1,2017-06-23,North Loritown,1
EMP1216,Joel Smith,30.0,,Finance,Mid-level,High School,2.0,72344.46265394971,4.0,5,119.0,23,24,0,2015-10-27,Billyport,0
EMP1217,Julie Ingram,47.0,Non-binary,Finance,Mid-level,Bachelor,13.0,77087.02813799627,,4,37.0,24,13,0,2013-04-14,South Cynthia,0
EMP1218,Sarah Miller,23.0,Non-binary,,Junior,Bachelor,19.0,62000.622789811954,3.0,4,2.0,21,19,0,2016-11-21,Donaldland,1
EMP1219,Pamela Hernandez,,M,Legal,Mid-level,Master,13.0,66030.85159762134,1.0,3,101.0,15,12,0,2026-02-06,Brownview,0
EMP1220,James Wright,30.0,M,HR,Junior,High School,3.0,72961.92932951628,4.0,1,79.0,6,2,0,2020-07-06,Mendozaville,0
EMP1221,Paige Wright,61.0,,Operations,Manager,PhD,11.0,70439.54661151153,2.0,5,65.0,14,17,0,2015-05-31,Coopermouth,0
EMP1222,Mitchell Wilson,38.0,,Finance,Junior,,16.0,75776.89917187535,3.0,3,94.0,29,13,0,2012-09-05,Kellifort,0
EMP1223,Julie Wright,22.0,Non-binary,Marketing,Senior,PhD,6.0,58083.229918799654,3.0,2,91.0,20,14,0,2011-02-07,Martinbury,0
EMP1224,Heather Nunez,,Female,Engineering,Mid-level,Master,8.0,100114.82272816225,3.0,4,70.0,29,2,1,2022-05-11,Joyceberg,1
EMP1225,Cassandra Berger,61.0,F,IT,Senior,,2.0,77420.70443523793,2.0,3,93.0,27,0,0,2019-09-11,Jonesfurt,1
EMP1226,Brian Fields,46.0,Female,MARKETING,Senior,PhD,12.0,62403.83117937807,4.0,4,42.0,24,23,0,2013-10-02,North Garychester,1
EMP1227,Kelsey Newman,60.0,M,Engineering,Manager,Bachelor,14.0,83609.60543446337,4.0,4,61.0,19,16,0,2023-03-21,New Toddbury,1
EMP1228,Leah Hicks,56.0,,Finance,Director,Master,17.0,73140.78502953214,2.0,3,70.0,25,2,0,2015-01-29,Thomasmouth,0
EMP1229,Christine Jennings,24.0,Female,Finance,Manager,High School,18.0,31654.341137908297,2.0,4,99.0,10,13,0,2007-01-19,Lindseyview,0
EMP1230,Tammy Martinez,58.0,,Marketing,Junior,Bachelor,0.0,83523.81725554066,2.0,3,92.0,21,2,1,2008-12-15,Mckeeport,0
EMP1231,Sandra Arnold,51.0,Male,Marketing,Junior,High School,5.0,49512.34494039532,5.0,3,23.0,20,12,0,2025-05-26,Roweton,1
EMP1232,Victoria Aguirre,59.0,Non-binary,MARKETING,Mid-level,,1.0,98360.69458078269,3.0,3,115.0,0,14,0,2008-02-14,Jenniferport,1
EMP1233,Margaret Roberts,55.0,F,Engineering,Senior,High School,13.0,68956.25902766382,3.0,4,38.0,4,17,0,2026-01-01,Lindseyfort,1
EMP1234,Timothy Hobbs,33.0,,,Manager,Bachelor,5.0,94501.75743477659,2.0,4,67.0,12,13,1,2009-12-17,West Angela,1
EMP1235,Elizabeth Graham,40.0,F,MARKETING,Director,High School,13.0,59244.53617005982,4.0,3,92.0,20,20,0,2007-11-04,East Shannon,1
EMP1236,David Lyons,58.0,,Engineering,Manager,Master,3.0,76748.231678516,5.0,4,43.0,13,2,0,2011-11-23,New Theresaland,0
EMP1237,Lauren Heath,38.0,,Finance,Mid-level,Master,7.0,105256.0875126719,4.0,2,4.0,8,18,0,2007-06-03,Ballside,0
EMP1238,Elizabeth Gregory,31.0,F,Engineering,Manager,Bachelor,2.0,68274.58633962943,4.0,5,54.0,16,7,0,2010-07-22,Port Jonathan,0
EMP1239,Michael Harper,33.0,F,IT,Director,PhD,18.0,60229.57253160488,2.0,3,92.0,14,3,0,2015-04-26,Pamelaland,0
EMP1240,James Moran,37.0,Female,,Director,High School,13.0,91376.01534454474,2.0,4,29.0,20,3,0,2020-03-21,East Beth,1
EMP1241,Amber Obrien MD,45.0,,Finance,Senior,Bachelor,19.0,90891.53991877401,1.0,1,28.0,6,18,0,2019-02-21,West Richardmouth,0
EMP1242,Derek White,40.0,Male,eng,Senior,High School,16.0,61281.27166462953,3.0,2,25.0,26,10,0,2016-01-27,North Justinside,1
EMP1243,Amanda Taylor,29.0,Female,Finance,Mid-level,Bachelor,7.0,25363.47448955594,2.0,3,82.0,21,0,1,2021-04-18,East Amy,1
EMP1244,Ronald Baker,52.0,M,Engineering,Senior,High School,13.0,59749.4255625411,3.0,5,25.0,21,7,0,2019-06-08,Richardmouth,0
EMP1245,Virginia Ball,42.0,M,HR,Junior,PhD,5.0,996051.0723294311,3.0,3,36.0,11,14,1,2019-01-01,Dwaynebury,0
EMP1246,Karen Myers,38.0,Non-binary,eng,Senior,Bachelor,15.0,55624.1452644069,5.0,5,90.0,22,0,0,2007-12-20,Jamestown,0
EMP1247,Scott Mercado,44.0,Male,Operations,Junior,Master,18.0,74726.55407459511,4.0,3,93.0,5,6,0,2018-02-12,North Joseph,0
EMP1248,John Harrison,58.0,,Finance,Manager,PhD,13.0,58562.8765508414,4.0,3,114.0,20,20,0,2017-09-04,Christophermouth,1
EMP1249,Jeffrey Stone,37.0,Male,MARKETING,Junior,Master,18.0,,4.0,2,52.0,15,19,0,2020-05-16,Carlosbury,0
EMP1250,Christopher Lopez,27.0,M,Legal,Mid-level,PhD,2.0,58112.9705740018,2.0,4,29.0,25,19,0,2016-06-17,Munozville,1
EMP1251,Tim Scott,29.0,,MARKETING,Director,Master,9.0,91828.30051724281,4.0,2,2.0,4,23,0,2024-10-22,Sheltontown,1
EMP1252,Rachel Brown,46.0,Male,MARKETING,Mid-level,PhD,18.0,15743.687998354697,3.0,5,42.0,8,10,0,2017-04-25,Charlesborough,1
EMP1253,Taylor Bullock,39.0,F,Legal,Mid-level,High School,8.0,81304.18376188939,4.0,5,6.0,13,13,0,2021-08-13,Flemingmouth,1
EMP1254,Matthew Wilson,46.0,Female,Finance,Mid-level,Master,19.0,45348.26921501467,3.0,5,48.0,7,21,0,2022-09-10,New Mackenzie,0
EMP1255,Ryan West,33.0,,Operations,Mid-level,High School,12.0,90211.0517368548,5.0,3,72.0,13,15,0,2009-05-04,Longfurt,0
EMP1256,Tamara Jones,36.0,F,HR,Senior,Bachelor,6.0,92857.97339684132,3.0,4,116.0,11,13,0,2023-10-24,Lake Stephenville,0
EMP1257,Justin Ball,47.0,Female,eng,Manager,High School,13.0,70701.3016272181,3.0,4,40.0,9,11,0,2019-06-30,Matthewfurt,0
EMP1258,Edwin Barton,47.0,Male,Finance,Director,Master,8.0,70758.29603046944,5.0,2,105.0,29,16,0,2008-12-07,Thomasshire,1
EMP1259,Tiffany Sanders,53.0,,IT,Junior,PhD,18.0,54840.932571592464,1.0,4,76.0,19,13,1,2022-12-02,North Michaelfort,1
EMP1260,Michelle Weber,31.0,Non-binary,Operations,Junior,High School,14.0,41360.41499737585,4.0,1,78.0,19,9,1,2015-03-11,Acostaburgh,0
EMP1261,Ryan Guerrero,37.0,Non-binary,Operations,Manager,,19.0,117452.32265834333,4.0,3,53.0,25,23,0,2016-08-17,Masonmouth,0
EMP1262,Ashley Parker,28.0,M,Engineering,Mid-level,PhD,13.0,53373.2143207218,4.0,2,68.0,20,13,0,2018-03-12,Gonzalezhaven,0
EMP1263,Cameron Anderson,38.0,F,eng,Mid-level,Bachelor,5.0,114194.90327991181,5.0,2,92.0,12,17,0,2014-04-18,Port Daniel,1
EMP1264,Nathan Hicks,44.0,,MARKETING,Director,Bachelor,3.0,,5.0,3,98.0,28,21,0,2010-07-19,Adamsview,1
EMP1265,James Rodriguez,47.0,F,HR,Junior,Master,7.0,88129.75975844321,2.0,3,90.0,18,8,0,2009-07-18,South Jennifer,1
EMP1266,Kimberly Hanson,42.0,Male,IT,Mid-level,PhD,16.0,46554.82100865913,4.0,4,26.0,14,16,0,2021-02-16,Karenmouth,1
EMP1267,Lisa Jordan,43.0,Non-binary,eng,Senior,High School,8.0,88084.87542255038,4.0,1,7.0,7,5,0,2007-08-23,Carterchester,0
EMP1268,Mary Cohen,28.0,F,,Director,High School,,66860.31607117195,4.0,3,31.0,22,7,0,2022-04-12,Sherryborough,0
EMP1269,Sara Ferguson,35.0,M,Engineering,Senior,Bachelor,19.0,67187.09598310824,2.0,2,83.0,20,12,0,2011-11-08,New Brandonfort,0
EMP1270,Kyle Hines,36.0,,Legal,Senior,PhD,13.0,90250.57924461126,4.0,4,63.0,9,17,0,2017-03-25,North Justin,0
EMP1271,Kimberly Foster,28.0,Non-binary,IT,Manager,PhD,10.0,63271.46587302255,5.0,4,9.0,2,4,0,2008-11-15,Prestonbury,1
EMP1272,Kendra Miller,30.0,F,eng,Manager,Bachelor,2.0,39296.28761387256,5.0,3,12.0,20,5,0,2021-03-20,West Bryan,1
EMP1273,David Baker,29.0,F,Legal,Senior,High School,8.0,94032.63908523631,3.0,4,62.0,2,20,1,2018-08-06,North Debbieshire,1
EMP1274,Elizabeth Jones,44.0,,IT,Manager,Bachelor,13.0,46352.485250441794,1.0,3,92.0,25,18,0,2023-05-28,East Stephen,0
EMP1275,Heather Dixon,50.0,M,IT,Senior,PhD,8.0,87912.93210994775,3.0,4,34.0,4,3,0,2023-06-10,North Tonyburgh,0
EMP1276,Adam Carrillo,39.0,Male,HR,Mid-level,High School,3.0,99324.91363332502,4.0,3,60.0,15,6,0,2023-11-02,Lisamouth,0
EMP1277,David Luna,52.0,M,Operations,Manager,,3.0,65612.65284119456,4.0,3,53.0,16,3,0,2014-07-31,East Michelleburgh,0
EMP1278,Shannon Houston,51.0,Male,IT,Senior,Bachelor,7.0,104558.8211022946,3.0,4,7.0,5,24,0,2013-03-11,New Marcside,1
EMP1279,Kimberly Mclean,60.0,Female,HR,Director,PhD,1.0,87044.5926965321,,1,28.0,25,10,0,2011-06-17,Port Lindsayberg,0
EMP1280,Samuel Ramos,56.0,F,eng,Director,PhD,8.0,57603.464496380606,3.0,4,94.0,19,11,0,2019-11-05,North Peterton,1
EMP1281,Caleb Peterson,39.0,F,,Manager,Master,13.0,110035.72505665186,3.0,4,40.0,19,13,1,2022-03-15,Maymouth,1
EMP1282,Molly Logan,60.0,Non-binary,Finance,Director,Master,8.0,46458.20445651524,5.0,3,29.0,15,12,0,2014-06-08,Cameronside,0
EMP1283,Tiffany Martinez,38.0,Female,Finance,Junior,Bachelor,15.0,65582.48925241086,4.0,2,85.0,23,9,1,2011-01-11,Port Lisafurt,1
EMP1284,Sandra Lang,35.0,F,Operations,Junior,High School,16.0,69842.12990951678,3.0,2,20.0,1,17,0,2007-10-28,East Rossland,0
EMP1285,Joseph Swanson,52.0,Male,HR,Director,,15.0,90130.59252545639,3.0,5,,19,15,1,2015-05-19,Lake Robertbury,1
EMP1286,Margaret Lucas,45.0,,,Senior,,11.0,102885.83243452836,2.0,4,10.0,14,4,0,2006-11-28,Pennyview,1
EMP1287,Anthony Lee,56.0,Male,Engineering,Director,High School,2.0,101319.78892256784,5.0,2,1.0,17,7,0,2025-12-27,Port Michael,1
EMP1288,Dean Wolfe,55.0,F,eng,Director,Master,10.0,80593.70798935766,3.0,3,49.0,0,13,0,2024-11-28,Jenningshaven,0
EMP1289,Zachary Mcdaniel,24.0,F,IT,Director,PhD,13.0,67993.27238841083,3.0,4,40.0,25,4,0,2021-12-08,Hubbardside,0
EMP1290,William Griffin,58.0,Male,IT,Senior,Master,17.0,29350.393959309244,3.0,4,65.0,28,23,0,2022-08-29,Lesliefurt,0
EMP1291,Heather Gonzalez,61.0,,eng,Senior,Bachelor,4.0,42146.353638619585,4.0,1,97.0,28,7,0,2020-09-22,Hernandezmouth,0
EMP1292,Maria Taylor,47.0,Female,eng,Junior,Master,15.0,119166.3872322859,4.0,2,2.0,18,24,1,2021-01-04,Amandaborough,1
EMP1293,Joshua Wagner,44.0,F,HR,Manager,High School,19.0,29098.200312436515,4.0,5,79.0,11,5,1,2019-08-22,South Lindachester,1
EMP1294,Mary Ross,60.0,Non-binary,IT,Junior,Bachelor,4.0,55387.733918947255,,1,50.0,7,15,0,2026-04-22,East Thomas,0
EMP1295,Michele Marks,36.0,Male,Finance,Senior,High School,2.0,103615.15705125224,3.0,2,67.0,5,3,0,2008-12-21,Elizabethland,0
EMP1296,Chad Potter,25.0,Male,Operations,Senior,Bachelor,11.0,80242.83247993418,2.0,5,86.0,11,11,0,2022-01-19,Lisatown,0
EMP1297,Jasmine Mcgee,50.0,Non-binary,Finance,Senior,PhD,0.0,98201.1267751423,4.0,4,113.0,6,10,0,2013-06-20,Michelleside,0
EMP1298,Anthony Perry,43.0,Male,Legal,Senior,Master,8.0,88570.70878176691,1.0,3,83.0,17,2,0,2016-03-16,Sanchezhaven,0
EMP1299,Adam Watts,46.0,Non-binary,Marketing,Senior,High School,8.0,111739.56343402216,4.0,1,24.0,21,11,0,2016-07-06,North Michaeltown,0
EMP1300,Kelsey Flynn,34.0,Non-binary,,Senior,Bachelor,3.0,82385.68216412212,5.0,1,29.0,13,4,1,2011-08-03,South Darlene,1
EMP1301,Victor Gross,39.0,Non-binary,Legal,Mid-level,Master,2.0,91586.19322878779,5.0,2,81.0,7,5,0,2023-06-10,North Benjamin,0
EMP1302,Robin Clark,54.0,,Marketing,Mid-level,,16.0,56893.83669854149,3.0,5,105.0,23,18,0,2015-04-21,Nicolemouth,0
EMP1303,Erica Ramos,,Female,eng,Director,High School,1.0,89658.32438945342,3.0,3,10.0,19,17,0,2015-02-27,Edwardstad,1
EMP1304,Shelly Vazquez,23.0,Female,Finance,Mid-level,PhD,0.0,65096.84755026928,2.0,4,92.0,21,15,0,2016-06-10,Amandaside,0
EMP1305,Kara Powell,56.0,M,Engineering,Junior,Bachelor,7.0,63672.35330048219,4.0,5,16.0,13,22,0,2023-09-26,Castroborough,1
EMP1306,Sarah Ramos,55.0,,Operations,Director,High School,12.0,97368.08786617844,4.0,3,25.0,4,10,0,2007-09-02,North Elizabethchester,1
EMP1307,Mary Walters,51.0,M,IT,Manager,High School,14.0,97540.5844014841,3.0,2,119.0,8,4,0,2014-12-02,Fieldston,1
EMP1308,Joe Ford,34.0,F,MARKETING,Senior,,7.0,117211.05389365328,3.0,3,22.0,7,8,0,2012-08-15,South William,0
EMP1309,Dana Gonzalez,34.0,Female,MARKETING,Mid-level,PhD,11.0,115581.57963715502,4.0,5,55.0,1,2,0,2023-05-14,Lake Kari,0
EMP1310,Stacey Ramos,39.0,Female,Engineering,Junior,,11.0,97932.8790339694,5.0,4,51.0,27,7,0,2007-10-16,Martinezview,1
EMP1311,Leslie Jackson,53.0,Female,Marketing,Manager,Bachelor,13.0,31988.85974408219,3.0,1,47.0,15,5,0,2012-06-22,Bradleyburgh,1
EMP1312,Steven Le,53.0,Male,Finance,Senior,Master,14.0,120692.02457374241,4.0,4,19.0,12,3,0,2010-04-13,Evansburgh,0
EMP1313,Stephen King,56.0,M,MARKETING,Senior,High School,14.0,97949.19176665906,2.0,4,108.0,6,11,0,2016-01-06,East Michael,0
EMP1314,Christina Ferguson,60.0,,eng,Manager,Bachelor,8.0,55853.49774784243,2.0,5,1.0,15,11,1,2023-04-13,Heathport,0
EMP1315,Zachary Clark,50.0,M,Finance,Manager,Bachelor,18.0,93222.72888906955,5.0,2,87.0,6,24,0,2007-12-11,West Charles,0
EMP1316,Joshua Gould,50.0,F,,Manager,PhD,19.0,49068.35647593179,4.0,3,30.0,26,20,1,2014-11-12,North Robin,1
EMP1317,Kenneth Kelley,37.0,Female,Finance,Junior,High School,7.0,90465.75300274354,4.0,5,26.0,13,15,0,2013-03-09,Frenchview,0
EMP1318,Hailey French,31.0,,Legal,Director,,18.0,42093.248973147514,1.0,3,1.0,13,9,1,2026-05-04,Lake Jennaview,0
EMP1319,Melinda Moore,51.0,M,Operations,Director,Master,5.0,54794.53978033409,4.0,3,77.0,11,21,0,2008-01-05,East Marcus,1
EMP1320,Brandon Freeman,46.0,Female,Engineering,Mid-level,High School,19.0,92748.22823001316,3.0,1,3.0,0,13,0,2008-11-24,Teresashire,0
EMP1321,Harold Wong,60.0,Female,Finance,Senior,High School,18.0,101822.16857482234,3.0,3,112.0,0,12,1,2009-12-10,Larryberg,1
EMP1322,David Velasquez,41.0,,Finance,Mid-level,Master,3.0,83135.92148584526,3.0,3,12.0,11,8,0,2013-04-01,Stephensfurt,1
EMP1323,Lisa Brown,26.0,F,Marketing,Director,Bachelor,6.0,67845.78408280073,2.0,5,99.0,19,6,0,2016-03-10,South Chad,0
EMP1324,Kelly Weaver,22.0,Non-binary,,Manager,,3.0,22128.342624575234,4.0,3,34.0,20,11,0,2014-04-07,Michaelfort,1
EMP1325,Rebecca Poole,51.0,,Finance,Senior,High School,11.0,69774.472508716,4.0,3,107.0,14,4,1,2017-02-11,Hardinborough,1
EMP1326,Devon Mccormick,24.0,Non-binary,MARKETING,Director,Bachelor,12.0,88337.1269206132,2.0,4,117.0,3,17,0,2023-05-30,Lake Brandon,0
EMP1327,Brandon Moore,35.0,F,Finance,Senior,PhD,2.0,67080.87235160882,2.0,2,118.0,6,3,0,2026-05-01,Samueltown,0
EMP1328,Gloria Wallace,51.0,Male,IT,Mid-level,Bachelor,11.0,74435.55147263955,2.0,3,71.0,15,1,0,2011-07-11,West Jessica,0
EMP1329,Jason Lynch,25.0,,Finance,Director,Master,1.0,70359.56330205197,2.0,4,65.0,2,2,1,2020-07-22,South Amanda,1
EMP1330,Christine Young,39.0,Non-binary,eng,Mid-level,,1.0,66957.34455446416,4.0,5,5.0,6,11,0,2010-03-29,North Connor,1
EMP1331,Mark Clayton,58.0,F,Legal,Senior,Master,8.0,76896.93474899532,4.0,4,30.0,28,2,0,2006-10-16,Fordville,0
